"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested"
"TSEN34",-0.544,0.00543008765877711,0.0319996044125908,0.172,0.524,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NFU1",-0.5436,0.00496389991307534,0.0299954829620361,0.069,0.348,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IDH2",-0.5431,0.00178492841964873,0.0147210881324221,0.69,0.903,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LPCAT3",-0.5428,0.00236971457987207,0.0179850854191016,0.241,0.64,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NARS",-0.5425,0.00101087767165904,0.00985088055082264,0.172,0.609,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PABPC1",0.5423,0.00784092489408329,0.0412584816196459,0.966,0.972,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"G3BP1",-0.5419,0.00128936985208182,0.0116877476066275,0.207,0.6,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTS",-0.5414,0.00706528924358342,0.0383932072810717,0.172,0.495,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL37",0.5406,5.86182437244346e-09,3.88290214442996e-07,0.966,0.989,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL36A",0.5393,0.00696816401602927,0.0380342505838281,0.828,0.919,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ASL",-0.539,0.00446024007255942,0.0278264480806005,0.586,0.922,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CPQ",-0.5382,0.00765236279991305,0.0404288889772287,0.241,0.609,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RMND5A",-0.5379,0.00314755560790835,0.021744103625326,0.172,0.534,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HIBCH",-0.5376,0.00833484169525258,0.0428963132648027,0.103,0.386,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PEX2",-0.5369,0.00547249008469992,0.0322132065390716,0.103,0.407,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FUOM",-0.5362,0.0102576235468614,0.0497480482119795,0.517,0.913,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EIF1",0.5353,0.000812352431794902,0.00870223188450915,0.966,0.98,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMCO3",-0.535,0.00353322691220685,0.023734757935274,0.103,0.415,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PXMP4",-0.5349,0.0074686327032353,0.0398092748132322,0.103,0.393,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHD4",-0.5349,0.00287987864519769,0.0204344473902638,0.172,0.56,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPRD1B",-0.5324,0.00695025420666958,0.0379850446616208,0.172,0.495,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GUK1",0.5324,0.00180561815723567,0.0148332807171338,0.862,0.961,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"VPS13D",-0.5306,0.00558353316151257,0.032646512887369,0.069,0.331,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAM20A",-0.5305,0.00307456119150203,0.0213809683921995,0.31,0.7,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC2A8",-0.5304,0.00390783590927507,0.025419148928821,0.138,0.482,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LIX1L",-0.5299,0.00852771468833647,0.043469373371895,0.138,0.454,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NEU1",-0.5295,0.0032403726835429,0.0222239452856881,0.172,0.547,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MAP3K20",-0.5283,0.00449247987362545,0.0279327646992681,0.103,0.412,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"F11R",-0.5261,0.00917465861600955,0.0458338792721508,0.276,0.619,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP1A1",-0.526,0.00715144199074583,0.0387607415200134,0.586,0.874,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MAP4K4",-0.5234,0.00115740229139631,0.0108835331372451,0.138,0.533,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FABP5",-0.5228,0.00533275349943531,0.0315860770374023,0.034,0.281,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SYS1",-0.5216,0.00730273487778443,0.0392958474194817,0.103,0.39,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"H1F0",-0.5212,0.00742378790970987,0.0397632365726835,0.345,0.711,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL14",0.5205,2.8173345319663e-05,0.00062338738290823,0.931,0.967,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"OLA1",-0.5201,0.00855966017758333,0.0435378320154671,0.138,0.449,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NDST1",-0.5196,0.00865523915597622,0.0438884365341314,0.172,0.509,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPLP1",0.5191,1.11194800644865e-08,7.01063122619975e-07,0.966,0.991,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NUCB1",-0.5183,0.002387880194234,0.0180705380425546,0.517,0.882,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM254",-0.5182,0.00308470945706778,0.0214088655024346,0.103,0.422,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEC61B",-0.5175,0.00286572798186941,0.0203616490551563,0.69,0.919,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CRLS1",-0.5174,0.00490306123866645,0.0296964345624324,0.483,0.808,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HUWE1",0.5172,0.003766352684306,0.0247750982831057,0.172,0.539,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP5MD",-0.5172,0.00486696627560531,0.0295037316958514,0.759,0.942,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SPON2",-0.516,0.00690596265044788,0.0378910544943318,0.759,0.921,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGFBP3",0.5151,0.000710160458279728,0.00787345270800385,0.966,0.929,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ALDH7A1",-0.5147,0.00245519306131193,0.0183573073915852,0.241,0.663,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UGP2",-0.5135,0.00457108263375846,0.0282509197651639,0.828,0.922,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TIMM17A",-0.5119,0.00569959842675212,0.033107419602003,0.241,0.642,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MOAP1",-0.5113,0.00361641387279296,0.0241232553171772,0.103,0.422,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MICAL3",-0.5111,0.00379624632228373,0.024878844088304,0.138,0.481,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DERL2",-0.5107,0.000890858078997589,0.00914090260273408,0.138,0.542,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDE8A",-0.5105,0.00700470676833219,0.0381432159403562,0.103,0.39,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTP4A1",0.5102,0.00321868243308823,0.0221041537694891,0.69,0.907,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COMT",-0.5099,0.00362680258596038,0.024164312123794,0.414,0.834,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"VPS39",-0.5097,0.00386698225910464,0.0252318181569758,0.103,0.42,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AKR1C3",-0.5081,0.00235859594718455,0.0179266994794724,0.828,0.94,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACOT8",-0.5078,0.00853106181023049,0.043469373371895,0.172,0.507,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"C19orf53",0.5069,0.00879562168336789,0.0443424742476533,0.759,0.846,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PCTP",-0.5064,0.00995907229948284,0.0487063788254147,0.138,0.438,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ORC3",-0.5061,0.00868849094027636,0.0439931041030152,0.034,0.261,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GALE",-0.5031,0.00397600652773329,0.0257028315745872,0.31,0.705,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AHSG",-0.5029,7.31302128571264e-08,3.80786471523724e-06,0.966,0.991,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TTC1",-0.5029,0.00613981780260241,0.0349425411212816,0.138,0.443,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ZFYVE16",-0.5014,0.00390262172412501,0.0254168257403188,0.069,0.358,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMBIM6",-0.5012,0.000362994350399013,0.00469404750627124,0.931,0.974,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PFN1",0.5007,0.00606608544639213,0.034617039412181,0.966,0.98,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAM69B",-0.5003,0.00337030934243774,0.0229049724532165,0.034,0.3,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PPFIBP2",-0.4997,0.00563347731490473,0.0328229259815092,0.138,0.463,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEMA4B",-0.4997,0.00266524486094892,0.019357704867933,0.103,0.439,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSMA5",-0.4992,0.00595123474972016,0.0341291084331897,0.276,0.707,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RORA",-0.4991,0.00389339969393727,0.0253725536716983,0.069,0.355,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMED9",-0.4985,0.00901666090203618,0.0452705230699628,0.586,0.868,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDA",-0.4978,0.00730164072357902,0.0392958474194817,0.103,0.394,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"APLP2",-0.4977,0.00135789887719045,0.0121846872625167,0.655,0.915,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SNX14",-0.4969,0.00376372215443514,0.0247742868354202,0.138,0.484,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"VNN3",-0.4964,0.00840617701159435,0.0430847446637348,0.069,0.327,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM45B",-0.4948,0.00951047292551205,0.0470811939586462,0.241,0.59,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SALL1",-0.4947,0.00560910177996246,0.032759408051946,0.069,0.343,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GOLM1",-0.4946,0.0069482754314963,0.0379850446616208,0.138,0.443,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MFSD12",-0.4931,0.00433204397586162,0.0273622041348025,0.172,0.532,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TTL",-0.4921,0.00675992719766418,0.0374731981201024,0.069,0.335,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UTP11",-0.4921,0.00722558101579653,0.039015329318971,0.034,0.269,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTPRF",-0.4915,0.0090144438588134,0.0452705230699628,0.517,0.819,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ASCC3",-0.4907,0.00234472056748173,0.0178992308236789,0.069,0.365,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEM1",-0.4895,0.00526409917664016,0.0313403987178465,0.759,0.91,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"KDSR",-0.4893,0.00126591023018814,0.0115409551124992,0.103,0.467,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL39",0.4892,1.36750888142071e-05,0.000339155164761827,0.966,0.988,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EIF3K",-0.4891,0.008149898799855,0.0423519567225831,0.483,0.848,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NDUFB7",0.4891,0.0032862154315369,0.022444669086258,0.931,0.969,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD164",-0.4887,0.00670015668157182,0.0372207217777764,0.379,0.795,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"KCMF1",-0.4879,0.0056494597125631,0.0328667289336773,0.138,0.464,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"WIPI2",-0.4875,0.00467884186890473,0.0287487138539983,0.172,0.537,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TXNDC15",-0.4866,0.00610681850186668,0.0347925761788441,0.103,0.4,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"BID",-0.486,0.00553976485232445,0.0324528290925215,0.31,0.696,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDSS2",-0.4838,0.0102260447453529,0.0496178879484765,0.034,0.254,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UBE2L3",-0.4838,0.00334577980104685,0.0227645783634212,0.276,0.711,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDK5RAP2",-0.4805,0.00406663944311593,0.0261594642972657,0.138,0.484,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UPF3A",-0.4795,0.00592184215427002,0.0340164654152525,0.103,0.403,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"METTL7B",-0.4778,0.00434405986658449,0.0274215504002854,0.379,0.818,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TIMM10",-0.476,0.00831956887412881,0.0428929102643508,0.241,0.604,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CAV2",-0.4752,0.000960719307111327,0.00954513534492301,0.138,0.541,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AMOTL1",-0.4745,0.00623721972347616,0.0353048900086001,0.138,0.465,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"BOLA3",-0.4742,0.00617188562777966,0.0350790460932683,0.172,0.507,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COX6B1",-0.4741,0.00163052840426981,0.0139079953374799,0.931,0.976,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDHR5",-0.4732,0.0019076915450014,0.0153962129928757,0.69,0.923,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSMC1",-0.4726,0.000612395860138186,0.00710569298470759,0.241,0.731,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"B3GNT5",-0.4718,0.00260688348089562,0.0191098441009078,0.103,0.441,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM167A",-0.4709,0.00171782495634561,0.0143723753312387,0.172,0.59,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM220",-0.4703,0.00788546228672002,0.0413957981214812,0.172,0.507,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TARDBP",-0.4694,0.00222475278209835,0.0171839576512482,0.172,0.56,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEC61G",-0.4684,0.00449710572503982,0.0279327646992681,0.552,0.851,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SMARCA1",-0.4679,0.0029330260932088,0.0207132598458322,0.138,0.5,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SELENOP",-0.4677,0.000860878707092494,0.00895907645286771,0.966,0.99,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CCNG1",-0.4676,0.00425682072173588,0.0269847884153166,0.207,0.576,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COPZ2",-0.4671,0.00852100802594249,0.043469373371895,0.069,0.325,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DCTD",-0.4661,0.00754585221715546,0.040027974416164,0.172,0.495,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CYP4A22",-0.4659,0.00128980038815712,0.0116877476066275,0.138,0.527,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GRINA",-0.4657,0.00344372929629075,0.0232529489128897,0.793,0.934,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DYNLRB1",-0.4636,0.00831349779289516,0.0428827343028293,0.31,0.68,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDS5A",-0.4621,0.000616442104444235,0.00712806267851535,0.172,0.597,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SMIM15",-0.4618,0.00514463444739446,0.0308030572805666,0.069,0.348,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PSMB3",-0.4603,0.00963546187796351,0.0474563501245958,0.621,0.909,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COQ10A",-0.4603,0.00978797209574651,0.0480041780478364,0.069,0.316,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"USP7",-0.4601,0.0047545791809109,0.0290390819224258,0.103,0.397,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC43A3",-0.4592,0.00673648467967377,0.0373874544020714,0.276,0.664,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM64",-0.4591,0.0065228804961149,0.036585459417116,0.069,0.337,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UBXN8",-0.4576,0.00667794377980418,0.0371367479274339,0.034,0.272,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UBA52",0.4574,7.36727697181331e-06,0.000203983917425921,0.966,0.986,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SRPRA",-0.4562,0.00174764170031046,0.0145024887100057,0.241,0.675,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"APOOL",-0.4524,0.00392647748818743,0.0255086985669582,0.069,0.345,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ZNF513",-0.4506,0.010084631100703,0.0492743926703816,0.138,0.436,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ENTPD5",-0.4496,0.00405467689391976,0.0261146143826241,0.414,0.822,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SEC23A",-0.4492,0.00418207578950728,0.0266530979324659,0.207,0.603,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHMP1B",-0.4491,0.00372293360667292,0.0246609007135688,0.103,0.42,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
